ID,X,Y,Type,Demand
689,346,688.2,B,27
347,139.8,243,C,33
959,213.2,652.2,A,19
285,232.6,219,C,16
299,210.2,234.4,C,16
646,344.6,500.6,A,46
749,283.8,606.8,A,18
339,155.4,198,A,33
231,351.8,186.8,C,49
148,312.6,141.4,A,38
1167,50,645.8,A,31
896,72,413.2,C,17
856,209,476,C,32
320,179.6,208.6,A,31
501,218.4,358.8,B,47
936,222.4,553.2,A,17
423,325.4,281.4,A,25
297,209.8,218.6,A,21
1031,119.6,541,C,50
263,279,233.6,A,32
1087,142.4,621.2,C,30
226,329,186.8,A,11
1044,88,526,B,36
1052,72.4,502.4,C,15
1063,49.2,494.6,C,20
112,373.6,531.4,B,34
707,291.8,427,A,17
205,313,157,A,47
1083,142.2,588.4,C,15
117,407,581.2,C,16
866,156.2,439.4,A,49
106,373.4,482.8,C,13
717,280.6,443.2,B,39
818,242,412.4,A,40
1144,80.4,614.2,C,28
220,324.4,137,A,17
635,350.6,516,A,23
191,197.2,149.6,A,22
1022,153.2,551.8,A,13
4,403.4,155.8,B,12
1055,72.8,525.8,C,36
700,303,434.4,C,17
674,350.4,604.4,A,47
572,88.6,328.4,A,30
618,326.8,411,B,10
414,349.4,314,A,20
720,280.8,465.6,C,26
25,394.6,241,A,17
757,295.2,618.8,C,35
1094,137,610.4,B,13
667,355.4,658.6,C,41
640,351.4,554.2,C,15
253,294.2,196.6,B,20
162,204.8,142,A,15
428,326.8,322.4,A,47
164,189.2,142,B,49
949,211.8,539.4,A,36
230,347.8,178.2,B,14
349,140.4,258.2,B,37
890,95,435.8,C,50
93,373.2,450,B,41
532,163.8,426.6,A,22
32,371.6,226,C,40
476,256.6,315.6,A,50
1058,54.6,518,A,11
575,71.2,292.8,B,28
492,233.4,323.4,A,35
900,71.8,444.4,A,42
940,219.8,605.4,B,13
363,117.2,250.8,C,44
21,394.4,210.2,C,15
775,269.2,449.8,B,13
518,186.8,307.6,B,23
1024,118.4,484.6,C,40
1060,55.8,553.6,A,39
332,163.8,313.6,C,26
294,221.6,257.2,C,18
1156,73.4,668.4,A,24
1026,118.6,501.8,A,33
490,233,307.2,C,38
269,279.6,291.6,C,28
1132,96.2,614.4,A,47
1123,69,583.4,A,12
150,297.2,141.8,B,40
464,280.2,371,B,38
628,370.2,554.2,C,31
546,140.8,372.8,C,26
1161,49.4,598.8,B,28
857,188.2,468.6,C,18
256,298.2,187.2,A,28
448,303.2,361.4,A,42
606,350,403.2,C,21
1035,95.6,484.6,A,39
1103,125.8,648.4,A,13
91,373.2,434.8,A,23
1114,112.2,633.2,A,42
200,127.6,150.2,B,28
435,330.6,377.2,B,44
727,303.8,539,C,12
831,223.2,462.6,A,43
79,396.8,475.4,A,39
484,250.6,338,B,30
911,234.2,508.8,B,37
81,390.4,411.6,A,13
970,188.4,509.2,A,46
295,217.4,265.8,C,14
771,272.8,419.4,A,50
166,174.8,222.2,A,34
10,392.6,175.4,A,15
35,371.6,249,C,17
876,118.6,397.4,A,24
331,163.4,307.8,B,14
899,71.6,436,B,36
772,273,431,C,21
894,71.4,397,B,40
188,219.2,150.2,B,31
1146,80.6,645.2,A,21
98,397,508.2,C,22
280,256.2,210.8,A,16
33,371.4,233.8,A,31
384,65.4,181.8,B,30
173,143.2,142.6,A,24
